TREATMENT,YEAR,TO_STREET,PROJECT_ID,COMMENTS,Shape__Length,OBJECTID,the_geom,CREATED_BY,MODIFIED_DATE,PW_CURRENT_YR_SERVICE_PLAN_ID,FROM_STREET,FULL_STREET_NAME,CREATED_DATE,MODIFIED_BY,PROJECT_DESCRIPTION
Overlay,2022,Woodhue Dr,96845,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",14057.23629,24,"MULTILINESTRING ((-97.780038859538 30.193512323936, -97.780128550261 30.193460949151, -97.780499873977 30.193641567538, -97.781062819084 30.19394407533, -97.78106540214 30.194018880085), (-97.780038859538 30.193512323936, -97.780047387977 30.193598138494, -97.780993118429 30.194059711328, -97.78106540214 30.194018880085), (-97.780038859538 30.193512323936, -97.780018801725 30.193413518041, -97.779967236025 30.193392797507, -97.779680180438 30.193251042422, -97.779435690837 30.193142314316, -97.779109211684 30.193017621014, -97.778949376437 30.192982198692, -97.778881902009 30.193019549295, -97.77890585367 30.193118323063, -97.77958243604 30.193356767295, -97.779976365545 30.193557695314, -97.780038859538 30.193512323936), (-97.78106540214 30.194018880085, -97.78114595445 30.19398024885, -97.781598319475 30.194169795197, -97.781960122128 30.194256764181, -97.782949192398 30.194389232045, -97.783271362678 30.194462811444, -97.783291063108 30.194539304693), (-97.78106540214 30.194018880085, -97.781072907886 30.194094305527, -97.781532054473 30.194281236982, -97.781934849785 30.194374523632, -97.782945927091 30.194512930641, -97.783182571948 30.194584476586, -97.783291063108 30.194539304693), (-97.783291063108 30.194539304693, -97.783356545155 30.194512638275, -97.783696454097 30.194650706934, -97.784087222625 30.194839952833, -97.784336094613 30.194990536225, -97.784614180622 30.195179902361, -97.784829451299 30.195353688514, -97.785090234646 30.195573732591, -97.78508718189 30.195643859545), (-97.783291063108 30.194539304693, -97.783313680824 30.194633622997, -97.783825684858 30.194856225129, -97.784232364496 30.19507485809, -97.784520875113 30.195278321001, -97.78500128264 30.195675153547, -97.78508718189 30.195643859545), (-97.78508718189 30.195643859545, -97.785186818215 30.195658328875, -97.785323986691 30.19576232479, -97.785589522836 30.195949898822, -97.785824035323 30.196076100859, -97.786169345443 30.196245018631, -97.786311808227 30.196324806113, -97.786299985868 30.196418961288), (-97.78508718189 30.195643859545, -97.785080050491 30.195741380845, -97.785195359005 30.195865101547, -97.785373816246 30.195994231774, -97.785902054129 30.196300455089, -97.786201787814 30.196429164159, -97.786299985868 30.196418961288), (-97.786299985868 30.196418961288, -97.786398749135 30.196387317233, -97.787795477049 30.19699609431, -97.787829634456 30.197102054907), (-97.786299985868 30.196418961288, -97.786330689938 30.196492510072, -97.787112836635 30.196842860675, -97.787716208138 30.197119409518, -97.787829634456 30.197102054907), (-97.787829634456 30.197102054907, -97.787947009826 30.197097045045, -97.789707804259 30.197881466253, -97.789747847517 30.197955172194), (-97.787829634456 30.197102054907, -97.787873447036 30.19723331769, -97.788620705456 30.197546716324, -97.789649434761 30.197973486854, -97.789747847517 30.197955172194), (-97.789747847517 30.197955172194, -97.789837137597 30.197928590357, -97.791113893988 30.198434451263, -97.791126772851 30.198512952988), (-97.789747847517 30.197955172194, -97.789801526612 30.198041305324, -97.79036796589 30.198274450588, -97.791044053658 30.198552125052, -97.791126772851 30.198512952988), (-97.791126772851 30.198512952988, -97.791204152729 30.198476947722, -97.791265147813 30.198505304157, -97.791608484471 30.198645207108, -97.791980311618 30.198787764825, -97.79223342759 30.198872932093, -97.79251054059 30.198960637767, -97.792832788742 30.199045332949, -97.79316889122 30.199118530883, -97.793482944513 30.199171735937, -97.79362014993 30.199264007185), (-97.791126772851 30.198512952988, -97.791140188807 30.19859270301, -97.79124360978 30.198637963539, -97.7914860826 30.198741320501, -97.791773233638 30.19885301715, -97.792029846588 30.198942462192, -97.792279190427 30.199024199129, -97.792529574126 30.19909410242, -97.792783530152 30.19916182085, -97.79301497173 30.199213992954, -97.793256524393 30.199260947128, -97.793461103676 30.199293140915, -97.79362014993 30.199264007185), (-97.79362014993 30.199264007185, -97.793760897602 30.199210692746, -97.794983869529 30.199254800291, -97.795026213541 30.199344749362), (-97.79362014993 30.199264007185, -97.793754581655 30.199337741264, -97.794087238437 30.199369833967, -97.794949136885 30.199416241775, -97.795026213541 30.199344749362), (-97.795026213541 30.199344749362, -97.795075052278 30.199301987799, -97.795595053125 30.199353466962, -97.795958426761 30.19939867743, -97.796154121363 30.199443699732, -97.796400579007 30.199499271048, -97.797163602295 30.199736060567, -97.797989696208 30.200005612718), (-97.795026213541 30.199344749362, -97.795076122723 30.199432373119, -97.795526458061 30.199466107243, -97.795860437042 30.199520223902, -97.796198679847 30.199583197617, -97.796693531531 30.199726748937, -97.796976772805 30.199826089973, -97.797846104993 30.200123892477, -97.798651823937 30.20040269034, -97.798775363772 30.200396967423))",BSHARMA,,24,Congress Ave S,W WILLIAM CANNON DR,8/22/2021 19:00,,Overlay on W WILLIAM CANNON DR from Congress Ave S to Woodhue Dr
SLCT6,2022,Folts Ave,97114,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1066.162245,334,"MULTILINESTRING ((-97.766231787855 30.255445025926, -97.767094539881 30.255883110139), (-97.767982120033 30.256340937827, -97.768754082897 30.256738688083, -97.768749606019 30.256966875455, -97.769821421303 30.25746688238))",BSHARMA,,256,Kinney Ave,DYWER AVE,8/22/2021 19:00,,SLCT6 on DYWER AVE from Kinney Ave to Folts Ave
CRCKSL,2022,Euclid Ave,115853,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",549.5310046,643,"MULTILINESTRING ((-97.752534450304 30.241857316669, -97.752669315927 30.241766549991, -97.752959238271 30.241892717448, -97.753008206357 30.242000746728, -97.7531375314 30.241978626231, -97.753845527369 30.242321687029, -97.753890964181 30.242381706578, -97.753883268982 30.242456333116))",BSHARMA,,579,Congress Ave S,BARTLETT ST,8/22/2021 19:00,,CRCKSL on BARTLETT ST from Congress Ave S to Euclid Ave
SLCT6,2022,7405,97129,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",90.07731046,344,"MULTILINESTRING ((-97.799466084427 30.378578212207, -97.799751571366 30.378569539039))",BSHARMA,,266,Anaqua Dr,FERN CV,8/22/2021 19:00,,SLCT6 on FERN CV from Anaqua Dr to 7405
SLCT6,2022,Dead End,97446,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",730.7533068,516,"MULTILINESTRING ((-97.672021763911 30.260160090339, -97.671430959126 30.261179210209, -97.671385670384 30.261265652358, -97.67136033236 30.261346777899, -97.671315609618 30.261592236565, -97.671230985131 30.262026927927))",BSHARMA,,530,Alleyton Dr,WINCHELL LN,8/22/2021 19:00,,SLCT6 on WINCHELL LN from Alleyton Dr to Dead End
CRCKSL,2022,9208,115842,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",130.5720586,496,"MULTILINESTRING ((-97.759235844975 30.391779339114, -97.758917993527 30.392009491517))",BSHARMA,,568,Doe Valley Ln,AMBERWOOD CV,8/22/2021 19:00,,CRCKSL on AMBERWOOD CV from Doe Valley Ln to 9208
CRCKSL,2022,Jefferson St,115963,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1246.8278,612,"MULTILINESTRING ((-97.752288092411 30.31192087638, -97.750140282379 30.31479848033))",BSHARMA,,689,39Th St W,IDLEWILD RD,8/22/2021 19:00,,CRCKSL on IDLEWILD RD from 39Th St W to Jefferson St
CRCKSL,2022,Burbank St,115980,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1312.211638,768,"MULTILINESTRING ((-97.737916618357 30.33857317881, -97.737845660232 30.3390007981, -97.737614310891 30.339408668489, -97.737027996509 30.340340170634, -97.736530273277 30.341160699837, -97.736119826128 30.341801471459))",BSHARMA,,706,Pequeno St,LAIRD DR,8/22/2021 19:00,,CRCKSL on LAIRD DR from Pequeno St to Burbank St
SLCT6,2022,Taft Ln,97350,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1823.697867,383,"MULTILINESTRING ((-97.796292943944 30.167759679607, -97.796395877451 30.167480961712, -97.79654226109 30.167054130363, -97.796814609386 30.166287441022, -97.796849404506 30.166217941476, -97.796885470839 30.166162790956, -97.796934980097 30.166097880291, -97.797016209438 30.166017840722, -97.797242293674 30.165820346176, -97.797482042426 30.165638006182, -97.797605570884 30.165563472878, -97.797781399792 30.165459502324, -97.79796564015 30.165348574906, -97.798120967773 30.165240622441, -97.798222642952 30.165135210047, -97.798287523944 30.165018315238, -97.798352874163 30.164883525327, -97.798399507559 30.164676747248, -97.798391551 30.164508272136, -97.798388582886 30.164307689966, -97.798401314121 30.164136049203, -97.798424236308 30.163890820089, -97.798487348344 30.163393776564))",BSHARMA,,454,Cul De Sac,SAWYER FAY LN,8/22/2021 19:00,,SLCT6 on SAWYER FAY LN from Cul De Sac to Taft Ln
SLCT6,2022,Great Northern Blvd,97307,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1706.765948,435,"MULTILINESTRING ((-97.742286746253 30.35055959389, -97.746997544944 30.352868720535))",BSHARMA,,419,Shoal Creek Blvd,PINECREST DR,8/22/2021 19:00,,SLCT6 on PINECREST DR from Shoal Creek Blvd to Great Northern Blvd
SLCT6,2022,7209,97100,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",188.3756538,180,"MULTILINESTRING ((-97.798782799868 30.376060131057, -97.799239523618 30.376393993699))",BSHARMA,,243,Jester Blvd,DESERT ROSE CV,8/22/2021 19:00,,SLCT6 on DESERT ROSE CV from Jester Blvd to 7209
Overlay,2022,Tortuga Trl,96922,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",196.0715638,90,"MULTILINESTRING ((-97.778055136722 30.338139271989, -97.778199066311 30.338159073601, -97.778585038587 30.338400425667))",BSHARMA,,94,4501,TORTUGA CV,8/22/2021 19:00,,Overlay on TORTUGA CV from 4501 to Tortuga Trl
SLCT6,2022,Chaparral Trl,97306,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",3381.828226,434,"MULTILINESTRING ((-97.747763884786 30.198103296263, -97.747843425659 30.198127950158, -97.747916835557 30.198158090865, -97.748070926277 30.198254300674, -97.748184130668 30.198337885909, -97.748348810931 30.198499849394, -97.748441481637 30.198580517047, -97.748518460262 30.198631136848, -97.748607975589 30.198675903958, -97.748709736378 30.198724521115, -97.748848844575 30.198764210907, -97.749025453132 30.198789255625, -97.74916545196 30.198795656627, -97.749309755875 30.198794993517, -97.749436341622 30.198779643504, -97.749597803242 30.198754243368, -97.749734836383 30.198717623856, -97.749826808948 30.198669341249, -97.749873879086 30.198605850916, -97.749956955644 30.198428453586, -97.750108939493 30.198026864969, -97.750582455449 30.197299413458, -97.751230063755 30.196360231194, -97.751294926316 30.196246960845, -97.751330865731 30.196136655121, -97.751354240303 30.196033274349, -97.751348116682 30.195954381653, -97.751329292367 30.195886316631, -97.751310605511 30.195814293914, -97.751223706286 30.195672880131, -97.751044583198 30.195432932513, -97.750933548249 30.195309678922, -97.750494608463 30.194725292751, -97.750434147156 30.194673934698, -97.750385356893 30.194647894998, -97.750315998729 30.194621412835, -97.750221703112 30.194601605865, -97.750094242575 30.194588308034, -97.749787362368 30.19459498757, -97.74867419249 30.194659898539, -97.748252841682 30.194690804146, -97.748149170066 30.194713766383, -97.748057200427 30.194762047769, -97.747558336293 30.195163449698))",BSHARMA,,418,Palo Blanco Ln,PINE PL,8/22/2021 19:00,,SLCT6 on PINE PL from Palo Blanco Ln to Chaparral Trl
SLCT6,2022,Beauford Dr,97348,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",200.354558,381,"MULTILINESTRING ((-97.794313382895 30.374971621186, -97.794281272487 30.375521814464))",BSHARMA,,452,7100,SANSIVERA CV,8/22/2021 19:00,,SLCT6 on SANSIVERA CV from 7100 to Beauford Dr
CRCKSL,2022,Parliament House Rd,116075,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",294.6032289,718,"MULTILINESTRING ((-97.784466062322 30.46869570358, -97.785030063689 30.468049567413))",BSHARMA,,801,13300,WAVERLY CT,8/22/2021 19:00,,CRCKSL on WAVERLY CT from 13300 to Parliament House Rd
SLCT6,2022,Paramount Ave,97209,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",449.5386524,327,"MULTILINESTRING ((-97.779457889283 30.246752613121, -97.780532516383 30.247563373057))",BSHARMA,,336,Ann Arbor Ave,LA CASA DR,8/22/2021 19:00,,SLCT6 on LA CASA DR from Ann Arbor Ave to Paramount Ave
SLCT6,2022,Us Hwy 290 Svc Rd Wb  W,97293,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",3190.911359,423,"MULTILINESTRING ((-97.851548971615 30.243080457556, -97.85181151035 30.242725257501, -97.853283012148 30.24043802325, -97.854603506691 30.239743010371, -97.855018680385 30.239333001968, -97.85537635068 30.238767290532, -97.85550086528 30.238458029653, -97.855581168331 30.237872487443, -97.855542481287 30.235590305682))",BSHARMA,,407,5701,PARKWOOD DR,8/22/2021 19:00,,SLCT6 on PARKWOOD DR from 5701 to Us Hwy 290 Svc Rd Wb  W
CRCKSL,2022,8213,115875,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",11084.81243,664,"MULTILINESTRING ((-97.83804790878 30.20197648545, -97.83813918404 30.20194006282, -97.838751525478 30.200968468487, -97.838745377587 30.200855862531, -97.838641479026 30.200914014312, -97.838435121442 30.201233260867, -97.838041023645 30.201893678039, -97.83804790878 30.20197648545), (-97.837338703394 30.203090402762, -97.837428807714 30.203050408211, -97.838051153418 30.202083781865, -97.83804790878 30.20197648545), (-97.837338703394 30.203090402762, -97.837311391911 30.202993504198, -97.837558427139 30.202628422928, -97.83794414421 30.20202938629, -97.83804790878 30.20197648545), (-97.836680457259 30.204137888884, -97.836789833926 30.204115363478, -97.837330917749 30.203204775877, -97.837338703394 30.203090402762), (-97.836680457259 30.204137888884, -97.836672410496 30.204071966033, -97.837072361437 30.203367633074, -97.837215444417 30.203148359999, -97.837338703394 30.203090402762), (-97.836160849739 30.204991449905, -97.836261690908 30.204968127628, -97.836705817545 30.204247560681, -97.836680457259 30.204137888884), (-97.836160849739 30.204991449905, -97.836142737572 30.20491582336, -97.836598608674 30.204184898972, -97.836680457259 30.204137888884), (-97.835637489218 30.205858615044, -97.835736094382 30.205831265082, -97.836195863717 30.205078900488, -97.836160849739 30.204991449905), (-97.835637489218 30.205858615044, -97.835613793031 30.205777227677, -97.836077450529 30.205032108965, -97.836160849739 30.204991449905), (-97.834919692059 30.207011387879, -97.83502571705 30.20697672995, -97.835669197935 30.205964594897, -97.835637489218 30.205858615044), (-97.834919692059 30.207011387879, -97.834891106257 30.206923562138, -97.835549896015 30.205908821382, -97.835637489218 30.205858615044), (-97.833482756092 30.209310952601, -97.83359467368 30.209286399489, -97.83494478195 30.20710552605, -97.834919692059 30.207011387879), (-97.833482756092 30.209310952601, -97.833457407804 30.209222778888, -97.834817654776 30.207048799892, -97.834919692059 30.207011387879), (-97.831900845704 30.211359183458, -97.83199349536 30.211313303342, -97.832180839593 30.211039897672, -97.832387961798 30.210720865842, -97.832823624487 30.210162372537, -97.833163888999 30.209754700519, -97.833442581237 30.209410116876, -97.833482756092 30.209310952601), (-97.831900845704 30.211359183458, -97.831871251333 30.211259077908, -97.832151672994 30.210889707645, -97.832632198703 30.210273326316, -97.833011409219 30.209744840856, -97.833290383428 30.209353363916, -97.833482756092 30.209310952601), (-97.831002625862 30.212761101093, -97.831111017357 30.212720424672, -97.831490446703 30.212088206964, -97.8318962171 30.211475868204, -97.831900845704 30.211359183458), (-97.831002625862 30.212761101093, -97.830993914963 30.212674408773, -97.831370310015 30.212043981684, -97.83176909077 30.211425908219, -97.831900845704 30.211359183458), (-97.831002625862 30.212761101093, -97.831019233786 30.21286520745, -97.83052448553 30.213680601032, -97.830375246626 30.213780845586, -97.830374706911 30.213629813663, -97.83090579456 30.212809723015, -97.831002625862 30.212761101093))",BSHARMA,,601,6909,BRODIE LN,8/22/2021 19:00,,CRCKSL on BRODIE LN from 6909 to 8213
